#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
25	1240137	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF EDUCATION (SCIENCE)	30.588	30.648	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
26	1244137	KARATINA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	30.945	30.097	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
27	1246137	MURANG'A UNIVERSITY OF TECHNOLOGY	BACHELOR OF EDUCATION (SCIENCE)	31.895	31.162	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
28	1253137	MOI UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	34.603	35.434	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
29	1263137	UNIVERSITY OF NAIROBI	BACHELOR OF EDUCATION (SCIENCE)	36.127	37.073	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
30	1279137	MOUNT KENYA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	22.824	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
31	1470137	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	29.006	29.438	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
32	1475137	TANGAZA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	21.858	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
33	1480137	CATHOLIC UNIVERSITY OF EASTERN AFRICA	BACHELOR OF EDUCATION (SCIENCE)	23.601	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
34	1495137	LUKENYA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	21.858	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
35	1570137	TURKANA UNIVERSITY COLLEGE	BACHELOR OF EDUCATION (SCIENCE)	24.164	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
36	1600137	ALUPE UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	27.354	24.572	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
37	1685137	THARAKA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	23.361	23.992	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
38	3890137	KOITALEEL SAMOEI UNIVERSITY COLLEGE	BACHELOR OF EDUCATION (SCIENCE)	-	-	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
39	1053137	JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF EDUCATION(SCIENCE WITH IT)	30.153	29.888	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
BACHELOR OF SCIENCE (MARINE ENGINEERING)									
