#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
12	1105137	CHUKA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	34.392	35.446	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
13	1108137	KIBABII UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	31.88	31.948	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
14	1111137	KENYATTA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	37.208	37.778	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
15	1114137	UNIVERSITY OF ELDORET	BACHELOR OF EDUCATION (SCIENCE)	32.77	34.416	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
16	1117137	PWANI UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	31.292	31.965	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
17	1118137	UNIVERSITY OF KABIANGA	BACHELOR OF EDUCATION (SCIENCE)	31.005	31.504	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
18	1165137	MAASAI MARA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	31.29	32.02	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
19	1166137	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	27.259	24.438	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
20	1169137	KENYA HIGHLANDS EVANGELICAL UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	-	-	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
21	1170137	MACHAKOS UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	31.551	33.362	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
22	1176137	LAIKIPIA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE)	31.846	31.823	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
23	1181137	UNIVERSITY OF EASTERN AFRICA, BARATON	BACHELOR OF EDUCATION (SCIENCE)	23.598	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
24	1196137	PRESBYTERIAN UNIVERSITY OF EAST AFRICA	BACHELOR OF EDUCATION (SCIENCE)	21.858	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
