#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
2	1082319	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC TECHNOLOGY)	29.832	29.271	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
3	1240319	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF EDUCATION TECHNOLOGY (ELECTRICAL & ELECTRONICS ENGINEERING)	27.147	27.595	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING)									
1	1173320	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING)	27.847	30.763	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
2	1082320	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	BACHELOR OF EDUCATION IN TECHNOLOGY (BUILDING & CIVIL TECHNOLOGY)	26.583	29.236	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
3	1240320	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF EDUCATION TECHNOLOGY (CIVIL ENGINEERING)	29.437	24.909	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT									
1	1475321	TANGAZA UNIVERSITY	BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT	22.449	22.916				
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES									
1	1475322	TANGAZA UNIVERSITY	BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES	22.449	22.916				
2	1117322	PWANI UNIVERSITY	BACHELOR OF ARTS IN CHILDCARE AND PROTECTION	22.449	22.916				
BACHELOR OF ARTS IN SOCIAL COMMUNICATION									
1	1475323	TANGAZA UNIVERSITY	BACHELOR OF ARTS IN SOCIAL COMMUNICATION	22.449	22.916	ENG(101)/KIS(102):C+			
BACHELOR OF ARTS (KISWAHILI, WITH IT)									
1	1229324	MASENO UNIVERSITY	BACHELOR OF ARTS (KISWAHILI, WITH IT)	24.722	27.027	KIS(102):C+			
