#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
8	1114327	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT)	21.375	25.743				
9	1166327	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT)	25.695	25.537				
10	1087327	KISII UNIVERSITY	BACHELOR OF PROJECT MANAGEMENT	21.375	21.444				
11	1249327	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF PROJECT MANAGEMENT	28.76	29.762				
12	1515327	TOM MBOYA UNIVERSITY	BACHELOR OF PROJECT DEVELOPMENT AND MANAGEMENT	-	-				
BACHELOR OF SCIENCE (FORESTRY)									
1	1114330	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (FORESTRY)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
2	1118330	UNIVERSITY OF KABIANGA	BACHELOR OF SCIENCE (FORESTRY)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
3	1166330	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (FORESTRY)	-	-	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION)									
1	1114331	UNIVERSITY OF ELDORET	BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION)	15.683	22.846	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
2	1253331	MOI UNIVERSITY	BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION)	15.683	15.982	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
3	1079331	KIRINYAGA UNIVERSITY	BACHELOR OF TECHNICAL EDUCATION	15.683	15.982	PHY(232):C+	MAT A(121):C+	CHE(233):C+	
BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION									
1	1165332	MAASAI MARA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION	24.237	24.121	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING									
1	1165333	MAASAI MARA UNIVERSITY	BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING	23.049	22.358	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+	BIO(231)/PHY(232)/CHE(23 3)/MAT A(121):C+		
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS									
1	1165334	MAASAI MARA UNIVERSITY	BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS	18.831	19.914	MAT A(121):C+	ENG(101)/KIS(102):C		
2	1700334	BOMET UNIVERSITY COLLEGE	BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS	-	-	MAT A(121):C+	ENG(101)/KIS(102):C		
3	1253334	MOI UNIVERSITY	BACHELOR OF FINANCIAL ECONOMICS	18.831	19.914	MAT A(121):C+	ENG(101)/KIS(102):C		
4	1279334	MOUNT KENYA UNIVERSITY	BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS	-	-	MAT A(121):C+	ENG(101)/KIS(102):C		
5	1515334	TOM MBOYA UNIVERSITY	BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS	-	-	MAT A(121):C+	ENG(101)/KIS(102):C		
BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY)									
1	1078337	AFRICA NAZARENE UNIVERSITY	BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY)	22.449	22.916				
2	1170337	MACHAKOS UNIVERSITY	BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY)	24.615	27.279				
