#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
16	1087132	KISII UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	42.08	41.825	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
17	1107132	ST PAULS UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	37.302	33.733	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
18	1108132	KIBABII UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	40.305	40.077	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
19	1116132	UZIMA UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	35.483	26.401	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
20	1162132	DAYSTAR UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	36.051	29.85	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
21	1165132	MAASAI MARA UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	40.515	40.529	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
22	1169132	KENYA HIGHLANDS EVANGELICAL UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	25.774	-	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
23	1192132	GREAT LAKES UNIVERSITY OF KISUMU	BACHELOR OF SCIENCE IN NURSING	36.378	36.13	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
24	1196132	PRESBYTERIAN UNIVERSITY OF EAST AFRICA	BACHELOR OF SCIENCE IN NURSING	35.386	27.25	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
25	1249132	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN NURSING	42.95	42.73	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
26	1279132	MOUNT KENYA UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	41.626	41.098	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
27	1470132	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	40.008	39.784	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
28	1480132	CATHOLIC UNIVERSITY OF EASTERN AFRICA	BACHELOR OF SCIENCE IN NURSING	39.817	37.182	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
29	1173132	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN NURSING SCIENCE	40.629	41.269	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
30	1244132	KARATINA UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	39.777	39.712	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
31	1600132	ALUPE UNIVERSITY	BACHELOR OF SCIENCE IN NURSING	-	-	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
32	1111132	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (NURSING AND PUBLIC HEALTH)	43.051	42.773	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
33	1117132	PWANI UNIVERSITY	BACHELOR OF SCIENCE (NURSING AND PUBLIC HEALTH)	40.461	40.22	BIO(231):C+	CHE(233):C+	MAT A(121)/PHY(232):C+	ENG(101)/KIS(102):C+
BACHELOR OF COMMERCE									
1	1057133	EGERTON UNIVERSITY	BACHELOR OF COMMERCE	30.01	26.655	MAT A(121)/MAT B(122):C			
2	1061133	KABARAK UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
3	1063133	TECHNICAL UNIVERSITY OF MOMBASA	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
4	1066133	MANAGEMENT UNIVERSITY OF AFRICA	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
5	1068133	PAN AFRICA CHRISTIAN UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
6	1079133	KIRINYAGA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
7	1082133	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	BACHELOR OF COMMERCE	23.929	21.444	MAT A(121)/MAT B(122):C			
8	1087133	KISII UNIVERSITY	BACHELOR OF COMMERCE	24.305	21.444	MAT A(121)/MAT B(122):C			
9	1088133	GRETSA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
10	1093133	UNIVERSITY OF EMBU	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
11	1103133	KCA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
12	1105133	CHUKA UNIVERSITY	BACHELOR OF COMMERCE	25.421	23.266	MAT A(121)/MAT B(122):C			
13	1108133	KIBABII UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
14	1114133	UNIVERSITY OF ELDORET	BACHELOR OF COMMERCE	-	-	MAT A(121)/MAT B(122):C			
15	1117133	PWANI UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
16	1118133	UNIVERSITY OF KABIANGA	BACHELOR OF COMMERCE	23.545	-	MAT A(121)/MAT B(122):C			
17	1162133	DAYSTAR UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
18	1164133	MULTIMEDIA UNIVERSITY OF KENYA	BACHELOR OF COMMERCE	24.16	21.444	MAT A(121)/MAT B(122):C			
19	1165133	MAASAI MARA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
20	1166133	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
21	1246133	MURANG'A UNIVERSITY OF TECHNOLOGY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
22	1249133	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF COMMERCE	32.291	30.346	MAT A(121)/MAT B(122):C			
23	1279133	MOUNT KENYA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
24	1470133	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
25	1480133	CATHOLIC UNIVERSITY OF EASTERN AFRICA	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
26	1495133	LUKENYA UNIVERSITY	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
27	1515133	TOM MBOYA UNIVERSITY	BACHELOR OF COMMERCE	-	-	MAT A(121)/MAT B(122):C			
28	1570133	TURKANA UNIVERSITY COLLEGE	BACHELOR OF COMMERCE	21.375	21.444	MAT A(121)/MAT B(122):C			
