#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
38	1196115	PRESBYTERIAN UNIVERSITY OF EAST AFRICA	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
39	1240115	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	33.433	33.475	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
40	1244115	KARATINA UNIVERSITY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	24.643	24.097	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
41	1249115	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	44.101	43.809	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
42	1279115	MOUNT KENYA UNIVERSITY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	39.238	37.675	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
43	1425115	ZETECH UNIVERSITY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
44	1460115	KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
45	1470115	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	25.508	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
46	1480115	CATHOLIC UNIVERSITY OF EASTERN AFRICA	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
47	1570115	TURKANA UNIVERSITY COLLEGE	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	18.638	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
48	1700115	BOMET UNIVERSITY COLLEGE	BACHELOR OF SCIENCE IN COMPUTER SCIENCE	18.814	-	MAT A(121):C+	PHY(232):C+	ENG(101)/KIS(102):C	
BACHELOR OF ENGINEERING (CIVIL ENGINEERING)									
1	1112116	TECHNICAL UNIVERSITY OF KENYA	BACHELOR OF ENGINEERING (CIVIL ENGINEERING)	41.924	41.524	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
