#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
2	1091116	TAITA TAVETA UNIVERSITY	BACHELOR OF SCIENCE (CIVIL ENGINEERING)	28.212	-	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
3	1111116	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (CIVIL ENGINEERING)	42.574	42.148	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
4	1166116	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (CIVIL ENGINEERING)	34.851	35.858	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
5	1263116	UNIVERSITY OF NAIROBI	BACHELOR OF SCIENCE (CIVIL ENGINEERING)	43.463	43.091	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
6	1063116	TECHNICAL UNIVERSITY OF MOMBASA	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	38.391	38.702	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
7	1164116	MULTIMEDIA UNIVERSITY OF KENYA	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	39.11	38.924	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
8	1170116	MACHAKOS UNIVERSITY	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	38.015	37.584	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
9	1173116	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	39.863	39.769	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
10	1246116	MURANG'A UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	32.717	-	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
11	1249116	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN CIVIL ENGINEERING	42.618	42.178	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING)									
1	1111117	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING)	42.275	42.125	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
2	1263117	UNIVERSITY OF NAIROBI	BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING)	43.003	42.776	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
3	1063117	TECHNICAL UNIVERSITY OF MOMBASA	BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING	35.82	37.437	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
4	1173117	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING	38.823	39.454	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
5	1249117	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING	42.434	42.291	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
6	1057117	EGERTON UNIVERSITY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING	36.804	-	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
7	1105117	CHUKA UNIVERSITY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING	35.699	37.673	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
8	1170117	MACHAKOS UNIVERSITY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING	36.144	36.857	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
9	1246117	MURANG'A UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING	35.502	36.165	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
10	1166117	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING)	32.815	34.532	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING)									
1	1112118	TECHNICAL UNIVERSITY OF KENYA	BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING)	39.887	40.186	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
2	1091118	TAITA TAVETA UNIVERSITY	BACHELOR OF SCIENCE (MECHANICAL ENGINEERING)	-	-	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
3	1111118	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (MECHANICAL ENGINEERING)	41.109	41.033	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
4	1166118	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (MECHANICAL ENGINEERING)	31.83	33.403	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
5	1263118	UNIVERSITY OF NAIROBI	BACHELOR OF SCIENCE (MECHANICAL ENGINEERING)	41.835	41.321	MAT A(121):C+	PHY(232):C+	CHE(233):C+	ENG(101)/KIS(102):C+
