#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
1	1108215	KIBABII UNIVERSITY	BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
2	1570215	TURKANA UNIVERSITY COLLEGE	BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
3	1073215	RONGO UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
4	1165215	MAASAI MARA UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
5	1700215	BOMET UNIVERSITY COLLEGE	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
6	1118215	UNIVERSITY OF KABIANGA	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
7	1253215	MOI UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
8	1470215	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
9	1111215	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
10	1082215	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	BACHELOR OF SCIENCE (AGRICULTURE ECONOMICS & RESOURCE MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)									
1	1229216	MASENO UNIVERSITY	BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
2	1515216	TOM MBOYA UNIVERSITY	BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
3	1176216	LAIKIPIA UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
4	1057216	EGERTON UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
5	1105216	CHUKA UNIVERSITY	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
6	1114216	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
7	1087216	KISII UNIVERSITY	BACHELOR OF SCIENCE IN AGRICULTURAL ECONOMICS	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
8	1080216	CO-OPERATIVE UNIVERSITY OF KENYA	BACHELOR OF AGRICULTURAL ECONOMICS AND MARKETING	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
BACHELOR OF SCIENCE (APPAREL & FASHION TECHNOLOGY)									
1	1114217	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (APPAREL & FASHION TECHNOLOGY)	15.864	25.015	CHE(233):C			
2	1057217	EGERTON UNIVERSITY	BACHELOR OF SCIENCE (CLOTHING TEXTILE & INTERIOR DESIGN)	23.553	27.736	CHE(233):C			
3	1111217	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (FASHION DESIGN & MARKETING)	26.002	30.742	CHE(233):C			
4	1073217	RONGO UNIVERSITY	BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY)	15.864	24.279	CHE(233):C			
5	1079217	KIRINYAGA UNIVERSITY	BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY)	15.864	17.388	CHE(233):C			
6	1181217	UNIVERSITY OF EASTERN AFRICA, BARATON	BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY)	15.864	17.388	CHE(233):C			
7	1170217	MACHAKOS UNIVERSITY	BACHELOR OF SCIENCE IN FASHION DESIGN AND MARKETING	15.864	22.648	CHE(233):C			
8	1166217	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE IN TEXTILE TECHNOLOGY & APPLIED FASHION DESIGN	15.864	17.388	CHE(233):C			
9	1229217	MASENO UNIVERSITY	BACHELOR OF ARTS (TEXTILE, FASHION DESIGN AND MERCHANDISING, WITH IT)	15.864	25.364	CHE(233):C			
BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT									
1	1090221	SCOTT CHRISTIAN UNIVERSITY	BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT	21.375	21.444				
2	1111221	KENYATTA UNIVERSITY	BACHELOR OF SCIENCE (HOSPITALITY & TOURISM	29.608	31.532				
3	1117224	PWANI UNIVERSITY	BACHELOR OF SCIENCE (HOSPITALITY & TOURISM	24.772	27.459				
4	1196221	PRESBYTERIAN UNIVERSITY OF EAST AFRICA	BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT)	21.375	21.444				
