#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
2	1515185	TOM MBOYA UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
3	1057185	EGERTON UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
4	1073185	RONGO UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
5	1087185	KISII UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
6	1091185	TAITA TAVETA UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
7	1093185	UNIVERSITY OF EMBU	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
8	1105185	CHUKA UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
9	1114185	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
10	1118185	UNIVERSITY OF KABIANGA	BACHELOR OF SCIENCE (HORTICULTURE)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
11	1166185	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (HORTICULTURE)	-	-	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
12	1240185	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	BACHELOR OF SCIENCE HORTICULTURE	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
