#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
6	1166513	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (CHEMISTRY)	-	-	MAT A(121):C	CHE(233):C+		
7	1263513	UNIVERSITY OF NAIROBI	BACHELOR OF SCIENCE (CHEMISTRY)	21.213	16.974	MAT A(121):C	CHE(233):C+		
8	1470513	KAIMOSI FRIENDS UNIVERSITY	BACHELOR OF SCIENCE (CHEMISTRY)	15.683	16.974	MAT A(121):C	CHE(233):C+		
9	1480513	CATHOLIC UNIVERSITY OF EASTERN AFRICA	BACHELOR OF SCIENCE (CHEMISTRY)	15.683	16.974	MAT A(121):C	CHE(233):C+		
10	3890513	KOITALEEL SAMOEI UNIVERSITY COLLEGE	BACHELOR OF SCIENCE (CHEMISTRY)	-	-	MAT A(121):C	CHE(233):C+		
11	1181513	UNIVERSITY OF EASTERN AFRICA, BARATON	BACHELOR OF SCIENCE IN CHEMISTRY	15.683	16.974	MAT A(121):C	CHE(233):C+		
12	1105513	CHUKA UNIVERSITY	BACHELOR OF SCIENCE IN CHEMISTRY	15.683	16.974	MAT A(121):C	CHE(233):C+		
13	1495513	LUKENYA UNIVERSITY	BACHELOR OF SCIENCE IN CHEMISTRY	-	-	MAT A(121):C	CHE(233):C+		
14	1173513	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	BACHELOR OF SCIENCE IN POLYMER CHEMISTRY	15.683	16.974	MAT A(121):C	CHE(233):C+		
BACHELOR OF SCIENCE (FISHERIES AND NATURAL RESOURCES, WITH IT)									
1	1229515	MASENO UNIVERSITY	BACHELOR OF SCIENCE (FISHERIES AND NATURAL RESOURCES, WITH IT)	15.864	17.043	BIO(231):C	CHE(233):C		
BACHELOR OF SCIENCE (FISHERIES & AQUATIC SCIENCES)									
1	1114517	UNIVERSITY OF ELDORET	BACHELOR OF SCIENCE (FISHERIES & AQUATIC SCIENCES)	15.864	17.043	BIO(231):C	CHE(233):C		
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE									
1	1105518	CHUKA UNIVERSITY	BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE	15.864	17.043	BIO(231):C	CHE(233):C		
2	1166518	SOUTH EASTERN KENYA UNIVERSITY	BACHELOR OF SCIENCE (AQUACULTURE AND FISHERIES TECHNOLOGY)	15.864	17.043	BIO(231):C	CHE(233):C		
3	1249518	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN AQUACULTURE TECHNOLOGY	15.864	17.043	BIO(231):C	CHE(233):C		
4	1244518	KARATINA UNIVERSITY	BACHELOR OF SCIENCE IN AQUACULTURE AND FISHERIES MANAGEMENT	15.864	17.043	BIO(231):C	CHE(233):C		
BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE									
1	1087518	KISII UNIVERSITY	BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE	15.864	17.043	BIO(231):C	CHE(233):C		
2	1249519	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE	15.864	17.043	BIO(231):C	CHE(233):C		
3	1082519	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	BACHELOR OF SCIENCE IN FISHERIES AND AQUACULTURE TECHNOLOGY	15.864	17.043	BIO(231):C	CHE(233):C		
