#	PROG CODE	INSTITUTION NAME	PROGRAMME NAME	CUTOFF - 2023	CUTOFF - 2022	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4
1	1249580	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	BACHELOR OF SCIENCE (MEDICAL BIOCHEMISTRY)	33.565	31.234	MAT A(121):C	BIO(231):C+	CHE(233):C	
BACHELOR OF SCIENCE (UTILIZATION & SUSTAINABILITY OF ARID LANDS (USAL)									
1	1176582	LAIKIPIA UNIVERSITY	BACHELOR OF SCIENCE (UTILIZATION & SUSTAINABILITY OF ARID LANDS (USAL)	15.864	17.043	BIO(231)/AGR(443):C+	CHE(233):C	MAT A(121)/PHY(232)/GEO(312):C	
BACHELOR OF ARTS (ENGLISH & COMMUNICATION)									
1	1176583	LAIKIPIA UNIVERSITY	BACHELOR OF ARTS (ENGLISH & COMMUNICATION)	22.449	22.916	ENG(101):C+			
BACHELOR OF SCIENCE IN MATHEMATICS AND FINANCE									
1	1063584	TECHNICAL UNIVERSITY OF MOMBASA	BACHELOR OF SCIENCE IN MATHEMATICS AND FINANCE	18.831	19.914	MAT A(121):C+	ENG(101)/KIS(102):C		
BACHELOR OF ARTS (PHILOSOPHY)									
1	1117585	PWANI UNIVERSITY	BACHELOR OF ARTS (PHILOSOPHY)	22.449	22.916				
BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)									
1	1515586	TOM MBOYA UNIVERSITY	BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)	21.375	21.444	MAT A(121)/MAT B(122):C			
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT)									
1	1093187	UNIVERSITY OF EMBU	BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
2	1192187	GREAT LAKES UNIVERSITY OF KISUMU	BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
3	1263187	UNIVERSITY OF NAIROBI	BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
4	1073587	RONGO UNIVERSITY	BACHELOR OF SCIENCE (AGRIBUSINESS)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
5	1181587	UNIVERSITY OF EASTERN AFRICA, BARATON	BACHELOR OF SCIENCE (AGRIBUSINESS)	15.864	16.974	MAT A(121):C	BIO(231)/AGR(443)/BST(56 5):C+		
BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT									
