program_normalized_name	institution_code	program_code	year	cutoff	capacity	notes
BACHELOR OF ARTS		1057101	2023	24.188		
BACHELOR OF ARTS		1057101	2022	26.783		
BACHELOR OF ARTS		1073101	2023	24.574		
BACHELOR OF ARTS		1073101	2022	27.808		
BACHELOR OF ARTS		1087101	2023	24.286		
BACHELOR OF ARTS		1087101	2022	26.315		
BACHELOR OF ARTS		1105101	2023	23.714		
BACHELOR OF ARTS		1105101	2022	28.566		
BACHELOR OF ARTS		1111101	2023	24.057		
BACHELOR OF ARTS		1111101	2022	28.578		
BACHELOR OF ARTS		1166101	2023	22.449		
BACHELOR OF ARTS		1166101	2022	24.46		
BACHELOR OF ARTS		1170101	2023	24.666		
BACHELOR OF ARTS		1170101	2022	25.34		
BACHELOR OF ARTS		1253101	2023	23.716		
BACHELOR OF ARTS		1253101	2022	26.127		
BACHELOR OF ARTS		1263101	2023	23.248		
BACHELOR OF ARTS		1263101	2022	26.506		
BACHELOR OF ARTS		1685101	2023	22.449		
BACHELOR OF ARTS		1685101	2022	22.916		
BACHELOR OF ARTS		1700101	2023	22.449		
BACHELOR OF ARTS		1700101	2022	22.916		
BACHELOR OF ARTS		3890101	2023	22.449		
BACHELOR OF ARTS		3890101	2022	22.916		
BACHELOR OF ARTS		1229101	2023	23.721		
BACHELOR OF ARTS		1229101	2022	26.259		
BACHELOR OF ARTS		1515101	2023	23.729		
BACHELOR OF ARTS		1515101	2022	22.916		
BACHELOR OF ARTS		1164101	2023	22.449		
BACHELOR OF ARTS		1164101	2022	26.207		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1063102	2023	38.365		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1063102	2022	40.571		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1112102	2023	41.035		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1112102	2022	41.962		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1249102	2023	41.803		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1249102	2022	42.528		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1263102	2023	42.99		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1263102	2022	43.794		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1111102	2023	41.494		
BACHELOR OF ARCHITECTURAL STUDIES/BACHELOR OF ARCHITECTURE		1111102	2022	42.407		
BACHELOR OF QUANTITY SURVEYING		1112103	2023	38.424		
BACHELOR OF QUANTITY SURVEYING		1112103	2022	40.533		
BACHELOR OF QUANTITY SURVEYING		1249103	2023	39.763		
BACHELOR OF QUANTITY SURVEYING		1249103	2022	41.641		
BACHELOR OF QUANTITY SURVEYING		1263103	2023	40.232		
BACHELOR OF QUANTITY SURVEYING		1263103	2022	40.993		
BACHELOR OF ARTS (DESIGN)		1263105	2023	26.093		
BACHELOR OF ARTS (DESIGN)		1263105	2022	25.961		
BACHELOR OF ARTS (ANTHROPOLOGY)		1263106	2023	22.449		
BACHELOR OF ARTS (ANTHROPOLOGY)		1263106	2022	22.916		
BACHELOR OF ARTS (ANTHROPOLOGY)		1117106	2023	22.449		
BACHELOR OF ARTS (ANTHROPOLOGY)		1117106	2022	22.916		
BACHELOR OF ARTS (ANTHROPOLOGY)		1480106	2023	22.449		
BACHELOR OF ARTS (ANTHROPOLOGY)		1480106	2022	22.916		
BACHELOR OF ACTUARIAL SCIENCE		1087107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1087107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1103107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1103107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1685107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1685107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1053107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1053107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1229107	2023	26.81		
BACHELOR OF ACTUARIAL SCIENCE		1229107	2022	24.601		
BACHELOR OF ACTUARIAL SCIENCE		1515107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1515107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1057107	2023	32.262		
BACHELOR OF ACTUARIAL SCIENCE		1057107	2022	28.868		
BACHELOR OF ACTUARIAL SCIENCE		1096107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1096107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1111107	2023	34.474		
BACHELOR OF ACTUARIAL SCIENCE		1111107	2022	31.842		
BACHELOR OF ACTUARIAL SCIENCE		1118107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1118107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1166107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1166107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1170107	2023	23.617		
BACHELOR OF ACTUARIAL SCIENCE		1170107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1240107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1240107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1253107	2023	24.905		
BACHELOR OF ACTUARIAL SCIENCE		1253107	2022	24.923		
BACHELOR OF ACTUARIAL SCIENCE		1263107	2023	39.531		
BACHELOR OF ACTUARIAL SCIENCE		1263107	2022	39.271		
BACHELOR OF ACTUARIAL SCIENCE		1061107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1061107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1079107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1079107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1080107	2023	25.061		
BACHELOR OF ACTUARIAL SCIENCE		1080107	2022	24.735		
BACHELOR OF ACTUARIAL SCIENCE		1105107	2023	25.416		
BACHELOR OF ACTUARIAL SCIENCE		1105107	2022	22.714		
BACHELOR OF ACTUARIAL SCIENCE		1114107	2023	23.568		
BACHELOR OF ACTUARIAL SCIENCE		1114107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1162107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1162107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1164107	2023	28.075		
BACHELOR OF ACTUARIAL SCIENCE		1164107	2022	25.777		
BACHELOR OF ACTUARIAL SCIENCE		1173107	2023	24.443		
BACHELOR OF ACTUARIAL SCIENCE		1173107	2022	24.342		
BACHELOR OF ACTUARIAL SCIENCE		1244107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1244107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1246107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1246107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1249107	2023	34.347		
BACHELOR OF ACTUARIAL SCIENCE		1249107	2022	31.441		
BACHELOR OF ACTUARIAL SCIENCE		1279107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1279107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1425107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1425107	2022	19.914		
BACHELOR OF ACTUARIAL SCIENCE		1480107	2023	18.831		
BACHELOR OF ACTUARIAL SCIENCE		1480107	2022	19.914		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1229108	2023	25.535		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1229108	2022	23.851		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1515108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1515108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1082108	2023	25.036		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1082108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1087108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1087108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1093108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1093108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1117108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1117108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1246108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1246108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1263108	2023	27.458		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1263108	2022	31.98		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1279108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1279108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1091108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1091108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1105108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1105108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1164108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1164108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1173108	2023	15.683		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1173108	2022	15.982		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1249108	2023	24.943		
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)		1249108	2022	24.479		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1229109	2023	22.755		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1229109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1515109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1515109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1073109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1073109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1108109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1108109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1112109	2023	24.252		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1112109	2022	26.695		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1117109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1117109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1165109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1165109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1166109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1166109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1170109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1170109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1263109	2023	32.945		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1263109	2022	32.487		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1480109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1105109	2023	23.741		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1105109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1181109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1181109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1240109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1240109	2022	19.914		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1460109	2023	18.831		
BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)		1460109	2022	19.914		
BACHELOR OF SCIENCE (METEOROLOGY)		1166110	2023	15.683		
BACHELOR OF SCIENCE (METEOROLOGY)		1166110	2022	17.363		
BACHELOR OF SCIENCE (METEOROLOGY)		1263110	2023	15.683		
BACHELOR OF SCIENCE (METEOROLOGY)		1263110	2022	17.363		
BACHELOR OF SCIENCE (BIOLOGY)		1082111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1082111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1093111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1093111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1108111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1108111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1111111	2023	24.74		
BACHELOR OF SCIENCE (BIOLOGY)		1111111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1263111	2023	24.957		
BACHELOR OF SCIENCE (BIOLOGY)		1263111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1470111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1470111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1105111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1105111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1170111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1170111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1181111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1181111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1480111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1480111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1087111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1087111	2022	16.974		
BACHELOR OF SCIENCE (BIOLOGY)		1053111	2023	15.683		
BACHELOR OF SCIENCE (BIOLOGY)		1053111	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1176112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1176112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1057112	2023	25.661		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1057112	2022	25.756		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1073112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1073112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1077112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1082112	2023	23.504		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1082112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1087112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1087112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1093112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1093112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1105112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1105112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1111112	2023	32.976		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1111112	2022	31.582		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1112112	2023	31.23		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1112112	2022	32.89		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1117112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1117112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1118112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1118112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1253112	2023	25.581		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1253112	2022	27.542		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1263112	2023	32.695		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1263112	2022	31.056		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1063112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1063112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1114112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1114112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1240112	2023	15.683		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1240112	2022	16.974		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1229112	2023	30.294		
BACHELOR OF SCIENCE (BIOCHEMISTRY		1229112	2022	16.974		
BACHELOR OF SCIENCE (GEOLOGY)		1166113	2023	15.683		
BACHELOR OF SCIENCE (GEOLOGY)		1166113	2022	17.363		
BACHELOR OF SCIENCE (GEOLOGY)		1263113	2023	15.683		
BACHELOR OF SCIENCE (GEOLOGY)		1263113	2022	17.363		
BACHELOR OF SCIENCE (GEOLOGY)		1173113	2023	15.683		
BACHELOR OF SCIENCE (GEOLOGY)		1173113	2022	17.363		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1111114	2023	25.901		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1111114	2022	27.578		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1087114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1087114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1093114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1093114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1246114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1246114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1263114	2023	27.085		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1263114	2022	31.513		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1079114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1079114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1091114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1091114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1164114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1164114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1170114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1170114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1249114	2023	24.651		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1249114	2022	24.218		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1114114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1114114	2022	15.982		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1229114	2023	15.683		
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT)		1229114	2022	15.982		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1176115	2023	26.766		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1176115	2022	25.264		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1246115	2023	35.024		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1246115	2022	34.872		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1057115	2023	38.37		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1057115	2022	37.746		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1073115	2023	25.117		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1073115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1078115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1078115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1079115	2023	24.086		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1079115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1082115	2023	36.48		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1082115	2022	36.441		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1093115	2023	28.842		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1093115	2022	24.551		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1105115	2023	35.372		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1105115	2022	35.626		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1108115	2023	26.078		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1108115	2022	28.012		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1111115	2023	43.497		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1111115	2022	43.23		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1117115	2023	34.003		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1117115	2022	34.938		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1118115	2023	24.015		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1118115	2022	25.012		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1165115	2023	32.782		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1165115	2022	31.458		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1166115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1166115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1169115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1169115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1170115	2023	35.264		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1170115	2022	34.867		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1229115	2023	38.155		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1229115	2022	37.84		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1253115	2023	38.968		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1253115	2022	37.892		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1263115	2023	44.825		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1263115	2022	44.122		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1500115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1500115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1580115	2023	33.591		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1580115	2022	31.293		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1600115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1600115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1685115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1685115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1060115	2023	35.796		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1061115	2023	24.072		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1061115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1063115	2023	35.209		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1063115	2022	36.915		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1080115	2023	37.695		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1080115	2022	38.257		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1087115	2023	23.41		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1087115	2022	23.378		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1088115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1088115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1096115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1096115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1107115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1107115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1114115	2023	35.408		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1114115	2022	35.319		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1164115	2023	41.039		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1164115	2022	41.44		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1173115	2023	39.746		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1173115	2022	39.405		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1196115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1196115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1240115	2023	33.433		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1240115	2022	33.475		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1244115	2023	24.643		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1244115	2022	24.097		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1249115	2023	44.101		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1249115	2022	43.809		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1279115	2023	39.238		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1279115	2022	37.675		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1425115	2023	18.814		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1425115	2022	18.638		
BACHELOR OF SCIENCE (COMPUTER SCIENCE		1460115	2023	18.814		
