program_normalized_name	institution_code	program_code	year	cutoff	capacity	notes
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1480137	2022	22.358		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1495137	2023	21.858		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1495137	2022	22.358		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1570137	2023	24.164		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1570137	2022	22.358		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1600137	2023	27.354		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1600137	2022	24.572		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1685137	2023	23.361		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1685137	2022	23.992		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1053137	2023	30.153		
BACHELOR OF EDUCATION (SCIENCE, WITH IT)		1053137	2022	29.888		
BACHELOR OF SCIENCE (MARINE ENGINEERING)		1249140	2023	35.669		
BACHELOR OF SCIENCE (MARINE ENGINEERING)		1249140	2022	37.795		
BACHELOR OF SCIENCE (WOOD SCIENCE AND INDUSTRIAL PROCESSES)		1114141	2023	15.864		
BACHELOR OF SCIENCE (WOOD SCIENCE AND INDUSTRIAL PROCESSES)		1114141	2022	17.043		
BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT)		1105142	2023	15.864		
BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT)		1105142	2022	17.043		
BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT)		1057142	2023	15.864		
BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT)		1057142	2022	17.043		
BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT)		1165142	2023	15.864		
BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT)		1114143	2023	15.864		
BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT)		1114143	2022	17.043		
BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT)		1263143	2023	15.864		
BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT)		1263143	2022	28.635		
BACHELOR OF ARTS (SOCIAL WORK)		1093144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1107144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1107144	2022	22.916		
BACHELOR OF ARTS (SOCIAL WORK)		1162144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1162144	2022	22.916		
BACHELOR OF ARTS (SOCIAL WORK)		1166144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1166144	2022	24.682		
BACHELOR OF ARTS (SOCIAL WORK)		1253144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1253144	2022	28.081		
BACHELOR OF ARTS (SOCIAL WORK)		1480144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1480144	2022	22.916		
BACHELOR OF ARTS (SOCIAL WORK)		1165144	2023	22.449		
BACHELOR OF ARTS (SOCIAL WORK)		1165144	2022	24.532		
BACHELOR OF SOCIAL WORK		1082145	2023	22.449		
BACHELOR OF SOCIAL WORK		1082145	2022	25.199		
BACHELOR OF SOCIAL WORK		1108145	2023	22.449		
BACHELOR OF SOCIAL WORK		1108145	2022	22.916		
BACHELOR OF SOCIAL WORK		1470145	2023	22.449		
BACHELOR OF SOCIAL WORK		1470145	2022	24.532		
BACHELOR OF ECONOMICS		1079146	2023	18.831		
BACHELOR OF ECONOMICS		1079146	2022	19.914		
BACHELOR OF ECONOMICS		1082146	2023	18.831		
BACHELOR OF ECONOMICS		1082146	2022	19.914		
BACHELOR OF ECONOMICS		1091146	2023	18.831		
BACHELOR OF ECONOMICS		1091146	2022	19.914		
BACHELOR OF ECONOMICS		1093146	2023	18.831		
BACHELOR OF ECONOMICS		1093146	2022	19.914		
BACHELOR OF ECONOMICS		1111146	2023	26.413		
BACHELOR OF ECONOMICS		1111146	2022	24.1		
BACHELOR OF ECONOMICS		1112146	2023	25.284		
BACHELOR OF ECONOMICS		1112146	2022	24.78		
BACHELOR OF ECONOMICS		1166146	2023	18.831		
BACHELOR OF ECONOMICS		1166146	2022	19.914		
BACHELOR OF ECONOMICS		1170146	2023	18.831		
BACHELOR OF ECONOMICS		1170146	2022	19.914		
BACHELOR OF ECONOMICS		1244146	2023	18.831		
BACHELOR OF ECONOMICS		1244146	2022	19.914		
BACHELOR OF ECONOMICS		1249146	2023	27.073		
BACHELOR OF ECONOMICS		1249146	2022	22.977		
BACHELOR OF ECONOMICS		1263146	2023	26.096		
BACHELOR OF ECONOMICS		1263146	2022	30.453		
BACHELOR OF ECONOMICS		1279146	2023	18.831		
BACHELOR OF ECONOMICS		1279146	2022	19.914		
BACHELOR OF ECONOMICS		1080146	2023	18.831		
BACHELOR OF ECONOMICS		1080146	2022	19.914		
BACHELOR OF ECONOMICS		1164146	2023	18.831		
BACHELOR OF ECONOMICS		1164146	2022	19.914		
BACHELOR OF ECONOMICS		1165146	2023	18.831		
BACHELOR OF ECONOMICS		1165146	2022	19.914		
BACHELOR OF ECONOMICS		1240146	2023	18.831		
BACHELOR OF ECONOMICS		1240146	2022	19.914		
BACHELOR OF ECONOMICS		1470146	2023	18.831		
BACHELOR OF ECONOMICS		1470146	2022	19.914		
BACHELOR OF ECONOMICS		1570146	2023	18.831		
BACHELOR OF ECONOMICS		1570146	2022	19.914		
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY)		1111148	2023	25.398		
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY)		1111148	2022	24.524		
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY)		1169148	2023	21.375		
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY)		1169148	2022	21.444		
BACHELOR OF SCIENCE (PUBLIC ADMINISTRATION AND LEADERSHIP)		1249149	2023	24.193		
BACHELOR OF SCIENCE (PUBLIC ADMINISTRATION AND LEADERSHIP)		1249149	2022	29.89		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1073150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1073150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1112150	2023	28.183		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1112150	2022	29.529		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1165150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1165150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1082150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1118150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1118150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1253150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1253150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1063150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1063150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1077150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1077150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1105150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1105150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1240150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1240150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1279150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1279150	2022	21.444		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1096150	2023	21.375		
BACHELOR OF SCIENCE (INFORMATION SCIENCE)		1096150	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1087151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1087151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1073151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1073151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1079151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1079151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1080151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1080151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1096151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1096151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1108151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1108151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1114151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1114151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1169151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1169151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1244151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1244151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1253151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1253151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1279151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1279151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1530151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1530151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1570151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1570151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1600151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1600151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1700151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1700151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		3895151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		3895151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1181151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1181151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1500151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1500151	2022	21.444		
BACHELOR OF BUSINESS AND MANAGEMENT		1229151	2023	21.375		
BACHELOR OF BUSINESS AND MANAGEMENT		1229151	2022	21.444		
BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION		1087152	2023	21.375		
BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION		1087152	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1063153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1063153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1077153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1077153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1090153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1090153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1107153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1107153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1119153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1119153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1555153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1555153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1060153	2023	24.913		
BACHELOR IN BUSINESS ADMINISTRATION		1060153	2022	24.258		
BACHELOR IN BUSINESS ADMINISTRATION		1173153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1173153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1196153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1196153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1240153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1240153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1229153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1229153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1515153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1515153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1053153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1053153	2022	21.444		
BACHELOR IN BUSINESS ADMINISTRATION		1181153	2023	21.375		
BACHELOR IN BUSINESS ADMINISTRATION		1181153	2022	21.444		
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT		1063154	2023	21.375		
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT		1063154	2022	21.444		
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT		1181154	2023	21.375		
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT		1181154	2022	21.444		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1053155	2023	26.909		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1053155	2022	28.514		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1229155	2023	32.47		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1229155	2022	34.202		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1515155	2023	24.218		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1515155	2022	22.358		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1077155	2022	22.358		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1087155	2023	23.659		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1087155	2022	22.358		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1111155	2023	34.963		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1111155	2022	37.278		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1114155	2023	27.999		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1114155	2022	31.266		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1117155	2023	25.847		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1117155	2022	30.257		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1700155	2023	22.616		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1700155	2022	22.358		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1073155	2023	24.65		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1073155	2022	25.498		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1170155	2023	24.064		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1170155	2022	25.732		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1107155	2023	21.858		
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH IT)		1107155	2022	22.358		
BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION		1165156	2023	21.858		
BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION		1165156	2022	23.328		
BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION		1244156	2023	21.858		
BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS EDUCATION		1244156	2022	23.76		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1246157	2023	21.375		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1246157	2022	23.085		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1063157	2023	23.801		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1063157	2022	26.594		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1073157	2023	22.806		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1073157	2022	24.248		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1105157	2023	24.284		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1105157	2022	26.854		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1114157	2023	23.155		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1114157	2022	25.923		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1118157	2023	21.375		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1118157	2022	23.184		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1165157	2023	25.915		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1165157	2022	27.905		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1244157	2023	21.375		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1244157	2022	22.836		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1253157	2023	22.394		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1253157	2022	25.632		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1112157	2023	28.064		
BACHELOR OF SCIENCE (TOURISM MANAGEMENT)		1112157	2022	31.035		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1090158	2023	18.814		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1090158	2022	18.638		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1053158	2023	24.975		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1053158	2022	22.415		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1103158	2023	22.216		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1103158	2022	18.638		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1176158	2023	22.972		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1176158	2022	18.638		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1063158	2023	26.749		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1063158	2022	25.451		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1229158	2023	28.658		
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY		1229158	2022	29.767		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1118159	2023	22.449		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1118159	2022	27.264		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1170159	2023	24.352		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1170159	2022	28.888		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1246159	2023	22.449		
BACHELOR OF ARTS (PUBLIC ADMINISTRATION)		1246159	2022	23.907		
BACHELOR OF MUSIC		1111160	2023	25.152		
BACHELOR OF MUSIC		1111160	2022	29.138		
BACHELOR OF MUSIC		1112160	2023	23.417		
BACHELOR OF MUSIC		1112160	2022	26.195		
BACHELOR OF MUSIC		1061160	2023	23.417		
BACHELOR OF MUSIC		1061160	2022	22.829		
BACHELOR OF ARTS (MUSIC, WITH IT)		1229161	2023	23.417		
BACHELOR OF ARTS (MUSIC, WITH IT)		1229161	2022	22.829		
BACHELOR OF ARTS (MUSIC, WITH IT)		1087161	2023	23.417		
BACHELOR OF ARTS (MUSIC, WITH IT)		1087161	2022	22.829		
BACHELOR OF ARTS (MUSIC, WITH IT)		1162161	2023	23.417		
BACHELOR OF ARTS (MUSIC, WITH IT)		1181161	2023	23.417		
BACHELOR OF ARTS (MUSIC, WITH IT)		1181161	2022	22.829		
BACHELOR OF ARTS (MUSIC, WITH IT)		1253161	2023	23.417		
BACHELOR OF ARTS (MUSIC, WITH IT)		1253161	2022	22.829		
BACHELOR OF EDUCATION (ARTS) MUSIC		1111162	2023	27.617		
BACHELOR OF EDUCATION (ARTS) MUSIC		1111162	2022	29.441		
BACHELOR OF EDUCATION (ARTS) MUSIC		1229162	2023	21.858		
BACHELOR OF EDUCATION (ARTS) MUSIC		1229162	2022	22.358		
BACHELOR OF SCIENCE (STATISTICS)		1057163	2023	26.311		
BACHELOR OF SCIENCE (STATISTICS)		1057163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1079163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1079163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1091163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1091163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1093163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1093163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1166163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1166163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1176163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1176163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1263163	2023	35.192		
BACHELOR OF SCIENCE (STATISTICS)		1263163	2022	33.673		
BACHELOR OF SCIENCE (STATISTICS)		1249163	2023	30.147		
BACHELOR OF SCIENCE (STATISTICS)		1249163	2022	27.899		
BACHELOR OF SCIENCE (STATISTICS)		1279163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1279163	2022	19.914		
BACHELOR OF SCIENCE (STATISTICS)		1240163	2023	18.831		
BACHELOR OF SCIENCE (STATISTICS)		1240163	2022	19.914		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1096164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1096164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1600164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1600164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1118164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1118164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1165164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1165164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1253164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1253164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1700164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1700164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1246164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1246164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1114164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1114164	2022	18.638		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1111164	2023	23.869		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1111164	2022	30.004		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1580164	2023	18.814		
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING)		1580164	2022	18.638		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1082164	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1082164	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1229164	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1229164	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1470164	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1470164	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1515164	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1515164	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1080B61	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1080B61	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1105B61	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1105B61	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1073B61	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1073B61	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1079B61	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1079B61	2022	19.914		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1087B61	2023	18.831		
BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)		1087B61	2022	19.914		
BACHELOR OF ARTS (PLANNING)		1263165	2023	18.392		
BACHELOR OF ARTS (PLANNING)		1263165	2022	24.026		
BACHELOR OF EDUCATION (FRENCH, WITH IT)		1229166	2023	26.243		
BACHELOR OF EDUCATION (FRENCH, WITH IT)		1229166	2022	27.406		
BACHELOR OF EDUCATION (FRENCH, WITH IT)		1515166	2022	22.358		
BACHELOR OF BUSINESS ADMINISTRATION AND MANAGEMENT		1425168	2023	21.375		
BACHELOR OF BUSINESS ADMINISTRATION AND MANAGEMENT		1425168	2022	21.444		
BACHELOR OF EDUCATION (ARTS) GERMAN		1111169	2023	26.632		
BACHELOR OF EDUCATION (ARTS) GERMAN		1111169	2022	25.165		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1078171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1078171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1087171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1087171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1165171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1165171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1253171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1253171	2022	25.226		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1600171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1600171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1096171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1096171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1068171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1068171	2022	22.916		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1088171	2023	22.449		
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT)		1088171	2022	22.916		
