source_index	institution_code	institution_name	field_name	program_code	course_suffix	name	normalized_name	level	campus	region	duration_years	award	mode	subject_requirements_json
1	1196	PRESBYTERIAN UNIVERSITY OF EAST AFRICA	Arts & Humanities	1196242	242	BACHELOR OF ARTS IN MASS COMMUNICATION	BACHELOR OF ARTS IN MASS COMMUNICATION	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
2	1061	KABARAK UNIVERSITY	Arts & Humanities	1061242	242	BACHELOR OF MASS COMMUNICATION	BACHELOR OF ARTS IN MASS COMMUNICATION	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
3	1078	AFRICA NAZARENE UNIVERSITY	Arts & Humanities	1078242	242	BACHELOR OF MASS COMMUNICATION	BACHELOR OF ARTS IN MASS COMMUNICATION	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
4	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Arts & Humanities	1249242	242	BACHELOR OF MASS COMMUNICATION	BACHELOR OF ARTS IN MASS COMMUNICATION	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
5	1181	UNIVERSITY OF EASTERN AFRICA, BARATON	Arts & Humanities	1181242	242	BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION	BACHELOR OF ARTS IN MASS COMMUNICATION	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
1	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Environmental Sciences	1249243	243	BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND ENVIRONMENT)	BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND ENVIRONMENT)	bachelor		Central				
1	1060	RIARA UNIVERSITY	Information Science	1060244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
2	1063	TECHNICAL UNIVERSITY OF MOMBASA	Information Science	1063244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Coast				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
3	1066	MANAGEMENT UNIVERSITY OF AFRICA	Information Science	1066244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
4	1068	PAN AFRICA CHRISTIAN UNIVERSITY	Information Science	1068244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
5	1077	KENYA METHODIST UNIVERSITY	Information Science	1077244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
6	1078	AFRICA NAZARENE UNIVERSITY	Information Science	1078244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
7	1079	KIRINYAGA UNIVERSITY	Information Science	1079244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
8	1090	SCOTT CHRISTIAN UNIVERSITY	Information Science	1090244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
9	1091	TAITA TAVETA UNIVERSITY	Information Science	1091244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Coast				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
10	1093	UNIVERSITY OF EMBU	Information Science	1093244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
11	1164	MULTIMEDIA UNIVERSITY OF KENYA	Information Science	1164244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
12	1166	SOUTH EASTERN KENYA UNIVERSITY	Information Science	1166244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
13	1173	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	Information Science	1173244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
14	1181	UNIVERSITY OF EASTERN AFRICA, BARATON	Information Science	1181244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
15	1240	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	Information Science	1240244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
16	1246	MURANG'A UNIVERSITY OF TECHNOLOGY	Information Science	1246244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
17	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Information Science	1249244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
18	1279	MOUNT KENYA UNIVERSITY	Information Science	1279244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
19	1425	ZETECH UNIVERSITY	Information Science	1425244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
20	1500	THE EAST AFRICAN UNIVERSITY	Information Science	1500244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
21	1600	ALUPE UNIVERSITY	Information Science	1600244	244	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	BACHELOR OF BUSINESS INFORMATION TECHNOLOGY	bachelor		Western				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1082	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	Engineering	1082246	246	BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING)	BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING)	bachelor		Western				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
2	1164	MULTIMEDIA UNIVERSITY OF KENYA	Engineering	1164246	246	BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING	BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING)	bachelor		Nairobi				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
1	1057	EGERTON UNIVERSITY	Business & Management	1057247	247	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
2	1173	DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY	Business & Management	1173247	247	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
3	1080	CO-OPERATIVE UNIVERSITY OF KENYA	Business & Management	1080247	247	BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
4	1087	KISII UNIVERSITY	Business & Management	1087247	247	BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Nyanza				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
5	1091	TAITA TAVETA UNIVERSITY	Business & Management	1091247	247	BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Coast				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
6	1063	TECHNICAL UNIVERSITY OF MOMBASA	Business & Management	1063247	247	BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Coast				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
7	1073	RONGO UNIVERSITY	Business & Management	1073247	247	BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Nyanza				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
8	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Business & Management	1249247	247	BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT	BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1053	JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY	Business & Management	1053248	248	BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT	BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT	bachelor		Nyanza				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1078	AFRICA NAZARENE UNIVERSITY	Business & Management	1078249	249	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
2	1166	SOUTH EASTERN KENYA UNIVERSITY	Business & Management	1166249	249	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
3	1229	MASENO UNIVERSITY	Business & Management	1229249	249	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Nyanza				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
4	1460	KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY	Business & Management	1460249	249	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
5	1093	UNIVERSITY OF EMBU	Business & Management	1093249	249	BACHELOR PURCHASING AND SUPPLIES MANAGEMENT	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
6	1079	KIRINYAGA UNIVERSITY	Business & Management	1079249	249	BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
7	1246	MURANG'A UNIVERSITY OF TECHNOLOGY	Business & Management	1246249	249	BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT)	BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1061	KABARAK UNIVERSITY	Business & Management	1061250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
2	1103	KCA UNIVERSITY	Business & Management	1103250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
3	1105	CHUKA UNIVERSITY	Business & Management	1105250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
5	1164	MULTIMEDIA UNIVERSITY OF KENYA	Business & Management	1164250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Nairobi				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
6	1240	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	Business & Management	1240250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
7	1685	THARAKA UNIVERSITY	Business & Management	1685250	250	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Eastern				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
8	1279	MOUNT KENYA UNIVERSITY	Business & Management	1279250	250	BACHELOR OF PROCUREMENT	BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1082	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	Engineering	1082251	251	BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING)	BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING)	bachelor		Western				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C+""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C+""}]}]}"
1	1425	ZETECH UNIVERSITY	Business & Management	1425255	255	BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT	BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
2	1279	MOUNT KENYA UNIVERSITY	Business & Management	1279255	255	BACHELOR IN SUPPLY CHAIN AND LOGISTICS MANAGEMENT	BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""MAT B"", ""code"": ""122"", ""min_grade"": ""C""}]}]}"
1	1082	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	Business & Management	1082256	256	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING	bachelor		Western				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BST"", ""code"": ""565"", ""min_grade"": ""C+""}]}]}"
2	1087	KISII UNIVERSITY	Business & Management	1087256	256	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING	bachelor		Nyanza				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BST"", ""code"": ""565"", ""min_grade"": ""C+""}]}]}"
3	1091	TAITA TAVETA UNIVERSITY	Business & Management	1091256	256	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT	BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING	bachelor		Coast				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BST"", ""code"": ""565"", ""min_grade"": ""C+""}]}]}"
1	1057	EGERTON UNIVERSITY	Business & Management	1057257	257	BACHELOR OF AGRIBUSINESS MANAGEMENT	BACHELOR OF AGRIBUSINESS MANAGEMENT	bachelor		Rift Valley				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BST"", ""code"": ""565"", ""min_grade"": ""C+""}]}]}"
2	1105	CHUKA UNIVERSITY	Business & Management	1105257	257	BACHELOR OF AGRIBUSINESS MANAGEMENT	BACHELOR OF AGRIBUSINESS MANAGEMENT	bachelor		Eastern				"{""required"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BST"", ""code"": ""565"", ""min_grade"": ""C+""}]}]}"
